order_id,order_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,sales,quantity,profit
US-2019-542650,2019-04-12,Kean Nguyen,Other,Recycled Pressboard Report Cover with Reinforced Top Hinge,Corporate,Office Supplies,Binders,West,90278,Redondo Beach,California,18.088,7,6.5569
US-2019-919538,2019-04-12,Kean Nguyen,AT&T,AT&T 1080 Corded phone,Corporate,Technology,Phones,West,90278,Redondo Beach,California,438.368,4,38.3572
US-2019-815474,2019-04-12,Kean Nguyen,Pyle,Pyle PMP37LED,Corporate,Technology,Phones,West,90278,Redondo Beach,California,1075.088,14,94.0702
US-2019-470813,2019-04-12,Stewart Visinsky,Xerox,Xerox 213,Consumer,Office Supplies,Paper,Central,47401,Bloomington,Indiana,32.4,5,15.552
US-2019-716891,2019-04-13,Jonathan Doherty,Newell,Newell 314,Corporate,Office Supplies,Art,East,19140,Philadelphia,Pennsylvania,17.856,4,1.116
US-2019-515708,2019-04-13,Jonathan Doherty,Fellowes,Fellowes PB200 Plastic Comb Binding Machine,Corporate,Office Supplies,Binders,East,19140,Philadelphia,Pennsylvania,509.97,10,-407.976
US-2019-119341,2019-04-13,Jonathan Doherty,Other,Staples,Corporate,Office Supplies,Fasteners,East,19140,Philadelphia,Pennsylvania,30.992,13,10.0724
US-2019-309246,2019-04-13,Jonathan Doherty,Square,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Corporate,Technology,Phones,East,19140,Philadelphia,Pennsylvania,71.928,12,8.3916
US-2019-701765,2019-04-13,Ben Ferrer,Avery,Avery 479,Home Office,Office Supplies,Labels,East,21215,Baltimore,Maryland,7.83,3,3.6018
US-2019-409883,2019-04-15,Paul Stevenson,Howard Miller,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Home Office,Furniture,Furnishings,West,90049,Los Angeles,California,187.76,4,76.9816
US-2019-855174,2019-04-15,Paul Stevenson,Belkin,Belkin F9G930V10-GRY 9 Outlet Surge,Home Office,Office Supplies,Appliances,West,90049,Los Angeles,California,106.96,2,31.0184
US-2019-998322,2019-04-16,Stephanie Phelps,Avery,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Corporate,Office Supplies,Art,South,28403,Wilmington,North Carolina,39.072,6,9.768
US-2019-632553,2019-04-18,Kunst Miller,DMI,DMI Arturo Collection Mission-style Design Wood Chair,Consumer,Furniture,Chairs,Central,77095,Houston,Texas,317.058,3,-18.1176
US-2019-466649,2019-04-18,Kunst Miller,Prang,Prang Dustless Chalk Sticks,Consumer,Office Supplies,Art,Central,77095,Houston,Texas,2.688,2,1.008
US-2019-678873,2019-04-18,Kunst Miller,Other,Cameo Buff Policy Envelopes,Consumer,Office Supplies,Envelopes,Central,77095,Houston,Texas,149.352,3,50.4063
US-2019-955368,2019-04-18,Kunst Miller,Kensington,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Consumer,Technology,Accessories,Central,77095,Houston,Texas,227.976,3,28.497
US-2019-357826,2019-04-18,John Lee,Binney & Smith,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Consumer,Office Supplies,Art,West,90049,Los Angeles,California,10.75,5,3.5475
US-2019-597923,2019-04-18,John Lee,Newell,Newell 351,Consumer,Office Supplies,Art,West,90049,Los Angeles,California,13.12,4,3.8048
US-2019-612959,2019-04-18,John Lee,Advantus,"Advantus Push Pins, Aluminum Head",Consumer,Office Supplies,Fasteners,West,90049,Los Angeles,California,11.62,2,3.6022
US-2019-763259,2019-04-18,John Lee,Ativa,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Consumer,Technology,Machines,West,90049,Los Angeles,California,287.968,4,97.1892
US-2019-470973,2019-04-19,Allen Goldenen,GBC,GBC Durable Plastic Covers,Consumer,Office Supplies,Binders,South,22204,Arlington,Virginia,58.05,3,26.703
US-2019-659059,2019-04-19,Allen Goldenen,Xerox,Xerox 232,Consumer,Office Supplies,Paper,South,22204,Arlington,Virginia,71.28,11,34.2144
US-2019-354675,2019-04-19,Nicole Fjeld,Executive Impressions,"Executive Impressions 13"" Chairman Wall Clock",Home Office,Furniture,Furnishings,West,95123,San Jose,California,76.14,3,26.649
US-2019-757619,2019-04-20,Benjamin Patterson,GE,"GE 4 Foot Flourescent Tube, 40 Watt",Consumer,Furniture,Furnishings,West,90045,Los Angeles,California,59.92,4,27.5632
US-2019-425004,2019-04-20,Seth Vernon,Bush,Bush Advantage Collection Round Conference Table,Consumer,Furniture,Tables,Central,77070,Houston,Texas,744.1,5,-95.67
US-2019-324258,2019-04-20,Seth Vernon,Riverside,Riverside Furniture Stanwyck Manor Table Series,Consumer,Furniture,Tables,Central,77070,Houston,Texas,401.59,2,-131.951
US-2019-469282,2019-04-20,Seth Vernon,Other,"Personal Folder Holder, Ebony",Consumer,Office Supplies,Storage,Central,77070,Houston,Texas,44.84,5,5.605
US-2019-280899,2019-04-21,Dorothy Badders,SAFCO,"SAFCO Commercial Wire Shelving, Black",Corporate,Office Supplies,Storage,South,42420,Henderson,Kentucky,828.84,6,0.0
US-2019-926432,2019-04-21,Allen Armold,ACCOHIDE,ACCOHIDE Binder by Acco,Consumer,Office Supplies,Binders,West,90008,Los Angeles,California,16.52,5,5.5755
US-2019-461509,2019-04-22,Aaron Hawkins,ACCOHIDE,"ACCOHIDE 3-Ring Binder, Blue, 1""",Corporate,Office Supplies,Binders,East,12180,Troy,New York,9.912,3,3.3453
US-2019-115174,2019-04-22,Aaron Hawkins,Staple envelope,Staple envelope,Corporate,Office Supplies,Envelopes,East,12180,Troy,New York,247.84,8,121.4416
US-2019-769379,2019-04-23,Nathan Mautz,Xerox,Xerox 1891,Home Office,Office Supplies,Paper,West,94109,San Francisco,California,48.91,1,22.9877
US-2019-317535,2019-04-23,Theresa Swint,Wilson Jones,Wilson Jones Suede Grain Vinyl Binders,Corporate,Office Supplies,Binders,East,19134,Philadelphia,Pennsylvania,2.502,3,-1.7514
US-2019-675126,2019-04-23,Laurel Beltran,Global,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Home Office,Furniture,Chairs,East,43229,Columbus,Ohio,281.372,2,-12.0588
US-2019-923011,2019-04-23,Laurel Beltran,Global,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Home Office,Furniture,Chairs,East,43229,Columbus,Ohio,281.372,2,-12.0588
US-2019-898423,2019-04-23,Laurel Beltran,GE,G.E. Halogen Desk Lamp Bulbs,Home Office,Furniture,Furnishings,East,43229,Columbus,Ohio,22.336,4,7.8176
US-2019-498766,2019-04-23,Laurel Beltran,Other,Zipper Ring Binder Pockets,Home Office,Office Supplies,Binders,East,43229,Columbus,Ohio,7.488,8,-5.2416
US-2019-665646,2019-04-25,Lena Creighton,AT&T,AT&T CL2909,Consumer,Technology,Phones,South,28403,Wilmington,North Carolina,302.376,3,37.797
US-2019-350794,2019-04-25,Dianna Arnett,Other,12 Colored Short Pencils,Home Office,Office Supplies,Art,Central,77095,Houston,Texas,6.24,3,0.546
US-2019-786144,2019-04-25,Dianna Arnett,Xerox,Xerox 1985,Home Office,Office Supplies,Paper,Central,77095,Houston,Texas,10.368,2,3.6288
US-2019-513876,2019-04-25,Beth Thompson,Other,GuestStacker Chair with Chrome Finish Legs,Home Office,Furniture,Chairs,West,91776,San Gabriel,California,1487.04,5,148.704
US-2019-321316,2019-04-25,Beth Thompson,Tenex,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Home Office,Furniture,Furnishings,West,91776,San Gabriel,California,303.25,5,63.6825
US-2019-989506,2019-04-25,Beth Thompson,Kensington,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Home Office,Office Supplies,Appliances,West,91776,San Gabriel,California,270.72,3,78.5088
US-2019-477984,2019-04-26,Marc Harrigan,Newell,Newell 347,Home Office,Office Supplies,Art,West,90036,Los Angeles,California,21.4,5,6.206
US-2019-647081,2019-04-26,Marc Harrigan,Avery,Avery 495,Home Office,Office Supplies,Labels,West,90036,Los Angeles,California,12.6,2,5.796
US-2019-616338,2019-04-26,Aleksandra Gannaway,Bevis,Bevis Steel Folding Chairs,Corporate,Furniture,Chairs,West,90049,Los Angeles,California,230.28,3,23.028
US-2019-577746,2019-04-26,Aleksandra Gannaway,Acco,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Corporate,Office Supplies,Binders,West,90049,Los Angeles,California,18.288,6,5.715
US-2019-401322,2019-04-28,Muhammed Yedwab,Other,Blackstonian Pencils,Corporate,Office Supplies,Art,East,21215,Baltimore,Maryland,5.34,2,1.4952
US-2019-359025,2019-04-28,Muhammed Yedwab,Acco,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Corporate,Office Supplies,Binders,East,21215,Baltimore,Maryland,20.86,2,9.387
US-2019-966599,2019-04-28,Muhammed Yedwab,Avery,Avery 488,Corporate,Office Supplies,Labels,East,21215,Baltimore,Maryland,3.15,1,1.512
US-2019-921210,2019-04-28,Muhammed Yedwab,Other,Recycled Steel Personal File for Standard File Folders,Corporate,Office Supplies,Storage,East,21215,Baltimore,Maryland,497.61,9,129.3786
US-2019-347246,2019-04-28,Arianne Irving,Samsung,Samsung Galaxy Mega 6.3,Consumer,Technology,Phones,West,94122,San Francisco,California,1679.96,5,125.997
US-2019-126583,2019-04-28,David Smith,Logitech,Logitech G600 MMO Gaming Mouse,Corporate,Technology,Accessories,East,14701,Jamestown,New York,159.98,2,57.5928
US-2019-702803,2019-04-28,George Bell,Avery,Avery File Folder Labels,Corporate,Office Supplies,Labels,East,43055,Newark,Ohio,6.912,3,2.5056
US-2019-154637,2019-04-28,George Bell,Carina,"Carina Mini System Audio Rack, Model AR050B",Corporate,Office Supplies,Storage,East,43055,Newark,Ohio,177.568,2,-37.7332
US-2019-675044,2019-04-28,George Bell,Other,X-Rack File for Hanging Folders,Corporate,Office Supplies,Storage,East,43055,Newark,Ohio,27.096,3,2.0322
US-2019-358567,2019-04-29,Laura Armstrong,Global,Global Leather Executive Chair,Corporate,Furniture,Chairs,South,38109,Memphis,Tennessee,561.584,2,70.198
US-2019-708471,2019-04-29,Laura Armstrong,Other,2300 Heavy-Duty Transfer File Systems by Perma,Corporate,Office Supplies,Storage,South,38109,Memphis,Tennessee,99.92,5,-1.249
US-2019-837166,2019-04-29,Katherine Hughes,Square,Square Credit Card Reader,Consumer,Technology,Phones,East,19901,Dover,Delaware,19.98,2,5.1948
US-2019-810633,2019-04-29,Lauren Leatherbury,DAX,Dax Clear Box Frame,Consumer,Furniture,Furnishings,East,14609,Rochester,New York,17.46,2,5.9364
US-2019-246706,2019-04-29,Harry Greene,Global,"Global Stack Chair without Arms, Black",Consumer,Furniture,Chairs,South,70601,Lake Charles,Louisiana,51.96,2,12.99
US-2019-336597,2019-04-29,Harry Greene,Avery,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Consumer,Office Supplies,Binders,South,70601,Lake Charles,Louisiana,17.94,3,8.6112
US-2019-908148,2019-04-30,Tamara Manning,Maxell,Maxell 4.7GB DVD-RW 3/Pack,Consumer,Technology,Accessories,South,39212,Jackson,Mississippi,47.79,3,16.2486
US-2019-403168,2019-04-30,Justin MacKendrick,Hunt,Hunt Boston Vacuum Mount KS Pencil Sharpener,Consumer,Office Supplies,Art,South,40214,Louisville,Kentucky,174.95,5,45.487
US-2019-561268,2019-04-30,Justin MacKendrick,Other,Economy Rollaway Files,Consumer,Office Supplies,Storage,South,40214,Louisville,Kentucky,826.0,5,214.76
US-2019-119992,2019-05-01,Chris McAfee,Dixon,DIXON Ticonderoga Erasable Checking Pencils,Consumer,Office Supplies,Art,South,72209,Little Rock,Arkansas,11.16,2,4.3524
US-2019-143075,2019-05-01,Chris McAfee,Xerox,Xerox 1914,Consumer,Office Supplies,Paper,South,72209,Little Rock,Arkansas,109.92,2,53.8608
US-2019-808982,2019-05-01,Chris McAfee,Xerox,Xerox 1994,Consumer,Office Supplies,Paper,South,72209,Little Rock,Arkansas,19.44,3,9.3312
US-2019-312954,2019-05-01,Herbert Flentye,Bevis,Bevis 44 x 96 Conference Tables,Consumer,Furniture,Tables,South,38109,Memphis,Tennessee,370.62,3,-142.071
US-2019-752101,2019-05-01,Herbert Flentye,Newell,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Consumer,Office Supplies,Binders,South,38109,Memphis,Tennessee,2.742,2,-2.0108
US-2019-955388,2019-05-01,Herbert Flentye,Avery,Avery 499,Consumer,Office Supplies,Labels,South,38109,Memphis,Tennessee,3.984,1,1.2948
US-2019-475831,2019-05-02,Andrew Roberts,Belkin,Belkin 6 Outlet Metallic Surge Strip,Consumer,Office Supplies,Appliances,East,43229,Columbus,Ohio,26.136,3,1.9602
US-2019-246794,2019-05-02,Cari Schnelling,Brother,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Consumer,Technology,Copiers,South,33801,Lakeland,Florida,479.984,2,89.997
US-2019-860706,2019-05-02,Adam Shillingsburg,Avery,Avery 502,Consumer,Office Supplies,Labels,Central,75061,Irving,Texas,5.04,2,1.764
US-2019-867779,2019-05-02,Adam Shillingsburg,Akro,Akro Stacking Bins,Consumer,Office Supplies,Storage,Central,75061,Irving,Texas,18.936,3,-3.7872
US-2019-157205,2019-05-02,Adam Shillingsburg,Sterilite,Sterilite Show Offs Storage Containers,Consumer,Office Supplies,Storage,Central,75061,Irving,Texas,12.672,3,-3.168
US-2019-901798,2019-05-02,Nick Radford,Office Star,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Consumer,Furniture,Chairs,Central,79109,Amarillo,Texas,366.744,4,-110.0232
US-2019-320301,2019-05-02,Cindy Chapman,Poly,Poly Designer Cover & Back,Consumer,Office Supplies,Binders,East,10024,New York City,New York,45.576,3,15.9516
US-2019-832028,2019-05-02,Cindy Chapman,Other,Super Decoflex Portable Personal File,Consumer,Office Supplies,Storage,East,10024,New York City,New York,44.94,3,12.5832
US-2019-669412,2019-05-02,Bryan Davis,Panasonic,Panasonic KP-380BK Classic Electric Pencil Sharpener,Consumer,Office Supplies,Art,Central,77070,Houston,Texas,86.352,3,5.397
US-2019-518632,2019-05-02,Dan Lawera,Global,"Global Stack Chair without Arms, Black",Consumer,Furniture,Chairs,South,27405,Greensboro,North Carolina,187.056,9,11.691
US-2019-639911,2019-05-02,Edward Hooks,Eldon,Eldon 200 Class Desk Accessories,Corporate,Furniture,Furnishings,East,10009,New York City,New York,12.56,2,4.0192
US-2019-853572,2019-05-02,Edward Hooks,Howard Miller,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Corporate,Furniture,Furnishings,East,10009,New York City,New York,214.7,5,83.733
US-2019-749508,2019-05-02,Edward Hooks,Other,Vinyl Sectional Post Binders,Corporate,Office Supplies,Binders,East,10009,New York City,New York,90.48,3,33.93
US-2019-656524,2019-05-02,Edward Hooks,Southworth,Southworth Parchment Paper & Envelopes,Corporate,Office Supplies,Paper,East,10009,New York City,New York,13.08,2,6.0168
US-2019-665995,2019-05-03,Joni Sundaresam,Avery,Avery 481,Home Office,Office Supplies,Labels,Central,54915,Appleton,Wisconsin,21.56,7,10.3488
US-2019-923188,2019-05-03,Nathan Cano,Avery,"Avery Durable Plastic 1"" Binders",Consumer,Office Supplies,Binders,East,10701,Yonkers,New York,10.896,3,3.9498
US-2019-164284,2019-05-03,Nathan Cano,GBC,GBC Poly Designer Binding Covers,Consumer,Office Supplies,Binders,East,10701,Yonkers,New York,40.176,3,14.5638
US-2019-280354,2019-05-03,Susan MacKendrick,Other,"Computer Room Manger, 14""",Consumer,Furniture,Furnishings,East,43055,Newark,Ohio,51.968,2,10.3936
US-2019-943237,2019-05-03,Susan MacKendrick,Avery,Avery 496,Consumer,Office Supplies,Labels,East,43055,Newark,Ohio,6.0,2,2.1
US-2019-238158,2019-05-03,Susan MacKendrick,Tennsco,Tennsco Industrial Shelving,Consumer,Office Supplies,Storage,East,43055,Newark,Ohio,195.64,5,-44.019
US-2019-169624,2019-05-03,Susan MacKendrick,Logitech,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Consumer,Technology,Accessories,East,43055,Newark,Ohio,431.976,3,-75.5958
US-2019-787027,2019-05-03,Susan MacKendrick,Imation,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Consumer,Technology,Accessories,East,43055,Newark,Ohio,132.52,5,34.7865
US-2019-354600,2019-05-03,Susan MacKendrick,Cisco,Cisco 8961 IP Phone Charcoal,Consumer,Technology,Machines,East,43055,Newark,Ohio,224.937,3,-164.9538
US-2019-866842,2019-05-03,Christy Brittain,Acco,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Consumer,Office Supplies,Appliances,Central,60653,Chicago,Illinois,26.406,3,-71.2962
US-2019-474844,2019-05-03,Christy Brittain,Newell,Newell 316,Consumer,Office Supplies,Art,Central,60653,Chicago,Illinois,27.384,7,2.7384
US-2019-148163,2019-05-03,Christy Brittain,Other,Heavy-Duty E-Z-D Binders,Consumer,Office Supplies,Binders,Central,60653,Chicago,Illinois,2.182,1,-3.6003
US-2019-307153,2019-05-04,Nat Carroll,Boston,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Consumer,Office Supplies,Art,Central,77036,Houston,Texas,37.84,2,2.838
US-2019-463692,2019-05-04,Nat Carroll,OIC,OIC Thumb-Tacks,Consumer,Office Supplies,Fasteners,Central,77036,Houston,Texas,5.472,6,1.8468
US-2019-167523,2019-05-04,Paul MacIntyre,Fellowes,Fellowes Binding Cases,Consumer,Office Supplies,Binders,Central,49201,Jackson,Michigan,46.8,4,21.06
US-2019-352582,2019-05-04,Bill Shonely,Eldon,"Eldon Regeneration Recycled Desk Accessories, Smoke",Corporate,Furniture,Furnishings,West,98105,Seattle,Washington,12.18,7,3.8976
US-2019-871179,2019-05-04,Bill Shonely,Holmes,Holmes Odor Grabber,Corporate,Office Supplies,Appliances,West,98105,Seattle,Washington,57.68,4,19.0344
US-2019-215860,2019-05-04,Andrew Allen,DAX,DAX Wood Document Frame,Consumer,Furniture,Furnishings,East,6457,Middletown,Connecticut,27.46,2,9.8856
US-2019-432895,2019-05-05,Emily Burns,Global,"Global Value Mid-Back Manager's Chair, Gray",Consumer,Furniture,Chairs,Central,78207,San Antonio,Texas,127.869,3,-9.1335
US-2019-385324,2019-05-05,Giulietta Dortch,Storex,Storex Dura Pro Binders,Corporate,Office Supplies,Binders,South,22204,Arlington,Virginia,11.88,2,5.346
US-2019-855209,2019-05-05,Giulietta Dortch,Easy-staple paper,Easy-staple paper,Corporate,Office Supplies,Paper,South,22204,Arlington,Virginia,35.44,1,16.6568
US-2019-239896,2019-05-05,Katharine Harms,Eldon,Eldon Portable Mobile Manager,Corporate,Office Supplies,Storage,Central,61032,Freeport,Illinois,45.248,2,3.9592
US-2019-480578,2019-05-05,Peter Fuller,Newell,Newell 350,Consumer,Office Supplies,Art,South,40475,Richmond,Kentucky,6.56,2,1.9024
US-2019-740300,2019-05-05,Peter Fuller,Xerox,Xerox 1933,Consumer,Office Supplies,Paper,South,40475,Richmond,Kentucky,24.56,2,11.5432
US-2019-502959,2019-05-05,Peter Fuller,Adams,"Adams ""While You Were Out"" Message Pads",Consumer,Office Supplies,Paper,South,40475,Richmond,Kentucky,9.42,3,4.239
US-2019-675898,2019-05-05,Lindsay Williams,Global,Global Adaptabilities Conference Tables,Corporate,Furniture,Tables,West,89015,Henderson,Nevada,1685.88,6,320.3172
US-2019-958600,2019-05-05,Lindsay Williams,Avery,Avery Poly Binder Pockets,Corporate,Office Supplies,Binders,West,89015,Henderson,Nevada,5.728,2,2.0048
US-2019-207523,2019-05-05,Rick Bensley,Other,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Home Office,Office Supplies,Paper,South,32303,Tallahassee,Florida,93.248,4,31.4712
US-2019-361857,2019-05-05,Rick Bensley,Avaya,Avaya 4621SW VoIP phone,Home Office,Technology,Phones,South,32303,Tallahassee,Florida,177.48,3,19.9665
US-2019-962316,2019-05-05,Patrick Jones,Xerox,Xerox 1965,Corporate,Office Supplies,Paper,South,37130,Murfreesboro,Tennessee,14.352,3,5.2026
US-2019-366694,2019-05-05,Amy Hunt,Hon,Hon 61000 Series Interactive Training Tables,Consumer,Furniture,Tables,West,94109,San Francisco,California,71.088,2,-1.7772
US-2019-544164,2019-05-05,Barry Franz,Other,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Home Office,Office Supplies,Storage,West,90004,Los Angeles,California,5.98,1,1.0166
US-2019-976398,2019-05-05,Barry Franz,Cisco,Cisco Small Business SPA 502G VoIP phone,Home Office,Technology,Phones,West,90004,Los Angeles,California,246.168,3,21.5397
US-2019-757713,2019-05-05,Natalie DeCherney,Xerox,Xerox 1909,Consumer,Office Supplies,Paper,South,40214,Louisville,Kentucky,79.14,3,36.4044
US-2019-874107,2019-05-05,Zuschuss Donatelli,Eldon,"Eldon Image Series Desk Accessories, Burgundy",Consumer,Furniture,Furnishings,South,37421,Chattanooga,Tennessee,16.72,5,3.344
US-2019-573848,2019-05-05,Darrin Martin,Bevis,Bevis 36 x 72 Conference Tables,Consumer,Furniture,Tables,West,92024,Encinitas,California,298.776,3,7.4694
US-2019-348463,2019-05-05,Darrin Martin,Other,Computer Printout Index Tabs,Consumer,Office Supplies,Binders,West,92024,Encinitas,California,6.72,5,2.352
US-2019-944744,2019-05-06,Harold Pawlan,Wilson Jones,Wilson Jones Legal Size Ring Binders,Home Office,Office Supplies,Binders,West,90049,Los Angeles,California,140.736,8,52.776
US-2019-118441,2019-05-06,Steve Nguyen,Other,Model L Table or Wall-Mount Pencil Sharpener,Home Office,Office Supplies,Art,West,90004,Los Angeles,California,107.94,6,30.2232
US-2019-169735,2019-05-06,Steve Nguyen,Staple-on labels,Staple-on labels,Home Office,Office Supplies,Labels,West,90004,Los Angeles,California,5.78,2,2.7166
US-2019-569006,2019-05-06,Brad Eason,DAX,DAX Solid Wood Frames,Home Office,Furniture,Furnishings,East,44052,Lorain,Ohio,54.712,7,11.6263
US-2019-154566,2019-05-06,Brad Eason,Advantus,Advantus T-Pin Paper Clips,Home Office,Office Supplies,Fasteners,East,44052,Lorain,Ohio,7.216,2,1.7138
US-2019-402616,2019-05-06,Brad Eason,Xerox,Xerox 1951,Home Office,Office Supplies,Paper,East,44052,Lorain,Ohio,49.568,2,15.49
US-2019-280908,2019-05-06,Gene McClure,Executive Impressions,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Consumer,Furniture,Furnishings,West,93309,Bakersfield,California,41.6,4,14.144
US-2019-503360,2019-05-06,Art Ferguson,Other,Insertable Tab Post Binder Dividers,Consumer,Office Supplies,Binders,Central,60610,Chicago,Illinois,3.208,2,-5.2932
US-2019-252269,2019-05-06,Art Ferguson,Logitech,Logitech Desktop MK120 Mouse and keyboard Combo,Consumer,Technology,Accessories,Central,60610,Chicago,Illinois,26.176,2,-3.272
US-2019-321136,2019-05-06,Brad Eason,Belkin,Belkin 5 Outlet SurgeMaster Power Centers,Home Office,Office Supplies,Appliances,Central,65807,Springfield,Missouri,54.48,1,15.2544
US-2019-792098,2019-05-07,Carol Triggs,Other,"Lifetime Advantage Folding Chairs, 4/Carton",Consumer,Furniture,Chairs,East,1841,Lawrence,Massachusetts,872.32,4,244.2496
US-2019-355161,2019-05-07,Carol Triggs,Balt,Balt Split Level Computer Training Table,Consumer,Furniture,Tables,East,1841,Lawrence,Massachusetts,194.25,2,-38.85
US-2019-659574,2019-05-07,Carol Triggs,Newell,Newell 335,Consumer,Office Supplies,Art,East,1841,Lawrence,Massachusetts,8.64,3,2.5056
US-2019-750944,2019-05-07,Carol Triggs,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Consumer,Office Supplies,Binders,East,1841,Lawrence,Massachusetts,16.14,3,7.9086
US-2019-363307,2019-05-07,Caroline Jumper,Hon,Hon Mobius Operator's Chair,Consumer,Furniture,Chairs,East,10009,New York City,New York,442.764,4,59.0352
US-2019-388215,2019-05-07,Caroline Jumper,Staple-based wall hangings,Staple-based wall hangings,Consumer,Furniture,Furnishings,East,10009,New York City,New York,63.68,8,28.0192
US-2019-496975,2019-05-07,Caroline Jumper,GBC,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Consumer,Office Supplies,Binders,East,10009,New York City,New York,85.232,7,30.8966
US-2019-571320,2019-05-07,Caroline Jumper,Other,Alphabetical Labels for Top Tab Filing,Consumer,Office Supplies,Labels,East,10009,New York City,New York,44.4,3,22.2
US-2019-647711,2019-05-07,Caroline Jumper,SanDisk,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Consumer,Technology,Accessories,East,10009,New York City,New York,199.95,5,21.9945
US-2019-662287,2019-05-07,Caroline Jumper,Other,Bady BDG101FRU Card Printer,Consumer,Technology,Machines,East,10009,New York City,New York,3999.95,5,1159.9855
US-2019-891973,2019-05-08,Kean Thornton,Hewlett-Packard,Hewlett Packard LaserJet 3310 Copier,Consumer,Technology,Copiers,East,19134,Philadelphia,Pennsylvania,1799.97,5,239.996
US-2019-228544,2019-05-08,Clay Ludtke,Xerox,Xerox 1898,Consumer,Office Supplies,Paper,East,44105,Cleveland,Ohio,10.688,2,3.7408
US-2019-106879,2019-05-08,Clay Ludtke,Xerox,Xerox 222,Consumer,Office Supplies,Paper,East,44105,Cleveland,Ohio,10.368,2,3.6288
US-2019-129978,2019-05-08,Clay Ludtke,Other,Hanging Personal Folder File,Consumer,Office Supplies,Storage,East,44105,Cleveland,Ohio,25.12,2,1.57
US-2019-659430,2019-05-08,Clay Ludtke,Smead,Smead Adjustable Mobile File Trolley with Lockable Top,Consumer,Office Supplies,Storage,East,44105,Cleveland,Ohio,1006.056,3,88.0299
US-2019-912802,2019-05-08,Clay Ludtke,SanDisk,SanDisk Cruzer 64 GB USB Flash Drive,Consumer,Technology,Accessories,East,44105,Cleveland,Ohio,58.112,2,7.264
US-2019-750363,2019-05-08,Trudy Brown,Xerox,Xerox 1920,Consumer,Office Supplies,Paper,West,90004,Los Angeles,California,17.94,3,8.073
US-2019-151939,2019-05-08,George Bell,Tenex,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Corporate,Furniture,Furnishings,East,19901,Dover,Delaware,211.96,2,42.392
US-2019-754829,2019-05-09,Patrick Gardner,Sony,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Consumer,Technology,Accessories,West,94110,San Francisco,California,167.97,3,40.3128
US-2019-729963,2019-05-09,Patrick Gardner,Kingston,Kingston Digital DataTraveler 32GB USB 2.0,Consumer,Technology,Accessories,West,94110,San Francisco,California,67.8,4,4.068
US-2019-662415,2019-05-09,Sean Braxton,Avery,Avery 518,Corporate,Office Supplies,Labels,South,42420,Henderson,Kentucky,9.45,3,4.536
US-2019-293264,2019-05-09,Sean Braxton,Avery,Avery 506,Corporate,Office Supplies,Labels,South,42420,Henderson,Kentucky,20.65,5,9.499
US-2019-592132,2019-05-09,Sean Braxton,Other,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Corporate,Office Supplies,Paper,South,42420,Henderson,Kentucky,45.36,7,21.7728
US-2019-934681,2019-05-09,Sean Braxton,Fellowes,Fellowes Super Stor/Drawer,Corporate,Office Supplies,Storage,South,42420,Henderson,Kentucky,83.25,3,14.985
US-2019-108723,2019-05-09,Julia West,Newell,Newell 319,Consumer,Office Supplies,Art,East,19140,Philadelphia,Pennsylvania,79.36,5,9.92
US-2019-762386,2019-05-09,Julia West,Staple envelope,Staple envelope,Consumer,Office Supplies,Envelopes,East,19140,Philadelphia,Pennsylvania,9.344,1,3.504
